onset	duration	block	block_type_intended	block_type_performed	response_time_avg	correct_total	errors_total	false-no_go	false-go	NR	comments
0.0	38.78	1	go	go	0.5969	17.0	1	1.0	n/a	n/a	n/a
38.78	38.78	2	no-go	no-go	0.6836	13.0	5	1.0	4.0	n/a	n/a
77.56	38.78	3	go	go	0.3966	17.0	1	1.0	n/a	n/a	n/a
116.34	38.78	4	no-go	no-go	0.6122000000000001	18.0	0	n/a	n/a	n/a	n/a
155.12	38.78	5	go	go	0.4552	17.0	1	1.0	n/a	n/a	n/a
193.9	38.78	6	no-go	no-go	0.549	18.0	0	n/a	n/a	n/a	n/a
232.68	38.78	7	go	go	0.48369999999999996	18.0	0	n/a	n/a	n/a	n/a
271.46	38.78	8	no-go	no-go	0.6467	16.0	2	n/a	2.0	n/a	n/a
310.24	38.78	9	go	go	0.4125	18.0	0	n/a	n/a	n/a	n/a
349.02	38.78	10	no-go	no-go	0.621	17.0	1	n/a	1.0	n/a	n/a
387.8	38.78	11	go	no-go	0.5582999999999999	18.0	0	n/a	n/a	n/a	behaved as yellow feature NoGo block (with no errors)
426.58	38.78	12	no-go	no-go	0.5758	16.0	2	n/a	2.0	n/a	n/a
