onset	duration	block	block_type_intended	block_type_performed	response_time_avg	correct_total	errors_total	false-no_go	false-go	NR	comments
0.0	38.78	1	go	go	0.6337999999999999	18.0	0	n/a	n/a	n/a	n/a
38.78	38.78	2	no-go	no-go	0.9687	16.0	2	1.0	1.0	n/a	n/a
77.56	38.78	3	go	go	0.7542000000000001	17.0	1	1.0	n/a	n/a	n/a
116.34	38.78	4	no-go	go	0.8835	15.0	3	3.0	n/a	n/a	n/a
155.12	38.78	5	go	go	0.7409	13.0	5	5.0	n/a	n/a	all false-NoGo trials had yellow target stimulus (which would be NoGo trial)
193.9	38.78	6	no-go	no-go	0.9705	16.0	2	n/a	2.0	n/a	n/a
232.68	38.78	7	go	go	0.7261	15.0	3	3.0	n/a	n/a	n/a
271.46	38.78	8	no-go	no-go	1.0939	17.0	1	1.0	n/a	n/a	n/a
310.24	38.78	9	go	no-go	0.9236	15.0	2	n/a	2.0	n/a	n/a
349.02	14.66	10	no-go	no-go	0.9256	6.0	0	n/a	n/a	n/a	n/a
363.68	9.9	10	no-go	NR	n/a	n/a	n/a	n/a	n/a	n/a	consecutive errors(5) from random responses
373.58	14.22	10	no-go	no-go	1.0977000000000001	7.0	0	n/a	n/a	n/a	n/a
387.8	20.69	11	go	go	0.398	9.0	0	n/a	n/a	n/a	only first half performed as Go block
408.49	18.09	11	go	no-go	0.9133	9.0	0	n/a	n/a	n/a	last half performed as No-Go block
426.58	38.78	12	no-go	no-go	n/a	17.0	1	n/a	1.0	n/a	n/a
